okrsek	celkem	ANO	ODS	CSSD	KSCM	KDU	SZ	TOP	CP	Usv	SSO	Ost
538060_23002	3696	-1	654	-1	-1	-1	-1	164	-1	-1	48	2830
538078_24001	2141	642	-1	-1	-1	-1	-1	-1	-1	-1	-1	1499
538124_25001	3160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3160
538175_30001	5742	1023	2060	-1	272	-1	475	946	-1	-1	-1	966
538175_30002	5602	1102	1670	-1	327	-1	564	832	-1	-1	-1	1107
538205_31001	10960	1987	4030	1581	-1	-1	-1	-1	-1	-1	-1	3362
538205_31002	7272	1473	2446	1296	-1	-1	-1	-1	-1	-1	-1	2057
538213_20001	9478	-1	1337	828	1105	-1	-1	526	-1	-1	-1	5682
538213_20002	5860	-1	269	678	960	-1	-1	413	-1	-1	-1	3540
538213_20003	12973	-1	1794	390	599	-1	-1	1013	-1	-1	-1	9177
538213_20004	10110	-1	1919	383	481	-1	-1	601	-1	-1	-1	6726
538213_20005	6260	-1	483	344	1326	-1	-1	326	-1	-1	-1	3781
538213_20006	9298	-1	1675	543	454	-1	-1	872	-1	-1	-1	5754
538213_20007	7320	-1	888	356	330	-1	-1	686	-1	-1	-1	5060
538213_20008	10076	-1	1053	555	578	-1	-1	1165	-1	-1	-1	6725
538213_20009	7979	-1	1540	360	624	-1	-1	364	-1	-1	-1	5091
538213_20010	9619	-1	1259	548	489	-1	-1	863	-1	-1	-1	6460
538213_20011	9059	-1	992	458	533	-1	-1	776	-1	-1	-1	6300
538213_20012	7230	-1	404	815	849	-1	-1	652	-1	-1	-1	4510
538302_32001	7625	-1	931	339	-1	245	-1	-1	227	-1	-1	5883
538302_32002	13028	-1	1838	448	-1	539	-1	-1	183	-1	-1	10020
538353_33001	4778	-1	296	441	-1	-1	-1	1449	-1	-1	-1	2592
538361_34001	6463	-1	1130	-1	-1	-1	-1	-1	-1	-1	-1	5333
538361_34002	8689	-1	1469	-1	-1	-1	-1	-1	-1	-1	-1	7220
538361_34003	1533	-1	98	-1	-1	-1	-1	-1	-1	-1	-1	1435
538388_35001	457	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	457
538400_36001	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000
538531_43001	788	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	788
538736_47001	10584	3004	1140	390	-1	920	-1	680	-1	-1	474	3976
538931_22001	8137	-1	618	694	-1	127	-1	978	314	-1	-1	5406
538931_22002	10736	-1	1283	896	-1	99	-1	1183	378	-1	-1	6897
538931_22003	10566	-1	1261	621	-1	91	-1	1692	327	-1	-1	6574
538931_22004	7991	-1	968	814	-1	31	-1	579	490	-1	-1	5109
538931_22005	10433	-1	525	1397	-1	75	-1	814	546	-1	-1	7076
538931_22006	10160	-1	655	645	-1	42	-1	965	269	-1	-1	7584
538931_22007	5501	-1	616	331	-1	95	-1	891	188	-1	-1	3380
538931_22008	6074	-1	204	252	-1	223	-1	890	1729	-1	-1	2776
538949_21001	7251	1410	1052	325	260	-1	74	947	-1	-1	410	2773
538949_21002	9467	1941	1379	531	338	-1	120	1257	-1	-1	403	3498
538949_21003	5385	1161	869	296	153	-1	41	756	-1	-1	173	1936
538949_21004	6500	1817	1176	327	150	-1	51	712	-1	-1	348	1919
538949_21005	7958	1311	1376	368	238	-1	87	1135	-1	-1	801	2642
538949_21006	6002	1481	655	270	448	-1	47	758	-1	-1	287	2056
538949_21007	5577	1031	540	1098	595	-1	29	391	-1	-1	280	1613
538949_21008	6541	1609	724	788	223	-1	70	530	-1	-1	290	2307
539007_55001	6713	808	2835	558	-1	370	-1	-1	-1	-1	-1	2142
539007_55002	8232	1136	2793	391	-1	565	-1	-1	-1	-1	-1	3347
539449_39001	14957	-1	2905	1587	-1	-1	-1	-1	-1	-1	-1	10465
539465_40001	1954	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1954
539589_45001	1036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1036
539601_16001	4460	-1	2946	475	289	159	-1	361	150	-1	-1	80
539601_16002	6336	-1	4532	510	205	199	-1	626	175	-1	-1	89
539601_16003	3914	-1	2444	377	384	127	-1	388	119	-1	-1	75
539601_16004	2733	-1	1891	183	62	111	-1	337	95	-1	-1	54
539601_16005	7926	-1	5877	461	304	315	-1	541	273	-1	-1	155
539601_16006	5717	-1	3791	418	166	192	-1	885	168	-1	-1	97
539601_16007	4844	-1	3216	415	257	180	-1	518	168	-1	-1	90
539601_16008	6290	-1	4648	276	235	226	-1	545	246	-1	-1	114
539635_46001	4417	-1	770	-1	-1	459	572	169	-1	-1	-1	2447
539635_46002	3754	-1	435	-1	-1	381	666	125	-1	-1	-1	2147
539635_46003	3955	-1	421	-1	-1	343	734	104	-1	-1	-1	2353
539678_48001	4802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4802
539678_48002	4115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4115
539694_13001	11813	2232	2778	805	531	251	1121	1539	505	-1	345	1706
539694_13002	10888	1878	2045	1170	718	310	800	957	381	-1	265	2364
539694_13003	11256	2563	1628	1263	1075	205	544	1491	313	-1	437	1737
539694_13004	9357	1781	1698	903	789	248	540	1160	230	-1	512	1496
539694_13005	10764	2317	1690	831	757	430	1048	1029	478	-1	367	1817
539694_13006	9645	1291	2226	704	248	291	752	1767	356	-1	588	1422
539694_13007	9618	1445	998	764	606	588	1458	1390	674	-1	221	1474
539694_13008	13544	3166	2681	1065	599	256	1348	1594	614	-1	441	1780
539694_13009	10250	1659	1457	1050	1338	362	740	1423	348	-1	386	1487
539694_13010	10924	1857	1742	1637	1044	206	619	1003	300	-1	327	2189
539694_13011	10166	1368	1634	984	1361	232	1006	912	447	-1	476	1746
539694_13012	7720	1676	1267	441	530	191	562	1108	271	-1	300	1374
539694_13013	9471	1607	1844	1017	579	203	754	717	371	-1	552	1827
539694_13014	8780	1805	1804	839	526	87	546	1098	247	-1	300	1528
539694_13015	9303	1481	1875	821	188	418	1018	1617	456	-1	307	1122
539694_13016	8526	1132	2223	465	235	181	609	2097	274	-1	134	1176
539694_13017	8929	1345	2254	765	510	304	694	1100	337	-1	178	1442
539694_13018	9398	1358	1427	827	425	307	981	1698	455	-1	167	1753
539694_13019	5941	1105	1235	849	210	199	326	921	166	-1	196	734
539694_13020	8774	2125	1516	787	244	242	731	796	332	-1	249	1752
539694_13021	13486	1569	2219	1184	361	365	1032	2436	487	-1	978	2855
539694_13022	10183	1388	2075	609	353	399	789	2150	351	-1	290	1779
539694_13023	12012	1711	2707	1039	469	669	774	1895	376	-1	606	1766
539694_13024	10189	1736	1772	1615	431	194	523	1885	242	-1	659	1132
539694_13025	11306	1661	2116	857	382	504	1010	1983	500	-1	391	1902
539694_13026	9105	1948	1699	543	147	417	623	1465	286	-1	367	1610
539694_13027	14416	2629	2589	754	513	622	1329	2157	606	-1	614	2603
539694_13028	13692	3146	2798	1051	536	254	868	2716	391	-1	334	1598
539694_13029	14114	2756	2064	1061	537	476	1079	2163	500	-1	556	2922
539694_13030	6694	836	1197	788	145	271	752	1219	347	-1	185	954
539694_13031	6669	1386	1347	818	570	223	529	544	254	-1	252	746
539694_13032	11306	1821	2480	933	357	517	811	1336	365	-1	537	2149
539694_13033	9646	1724	1721	654	158	330	851	1261	391	-1	532	2024
539694_13034	9868	1668	2093	1096	518	357	963	691	452	-1	450	1580
539694_13035	8028	1455	1277	884	1126	102	466	1161	236	-1	361	960
539694_13036	9717	1907	2109	590	593	73	659	1552	302	-1	356	1576
539694_13037	6198	1404	1181	584	596	139	464	709	210	-1	152	759
539694_13038	7952	1314	1648	982	866	222	351	890	177	-1	253	1249
539694_13039	7835	1602	2172	497	205	106	592	1100	272	-1	316	973
539694_13040	13475	2109	3513	1041	632	165	538	1827	254	-1	228	3168
539694_13041	15859	2667	4181	1161	381	438	1011	2337	474	-1	468	2741
539694_13042	4547	771	1118	284	334	95	296	841	135	-1	105	568
539694_13043	11952	2433	2675	642	371	69	655	2561	315	-1	386	1845
539694_13044	9610	1349	1687	1107	359	211	1010	1582	472	-1	398	1435
539694_13045	5436	762	1364	496	172	92	474	814	225	-1	301	736
539694_13046	10408	1852	2477	916	297	388	548	1968	265	-1	416	1281
539694_13047	14461	2422	3481	592	250	331	1103	3089	501	-1	673	2019
539694_13048	7643	1472	1199	534	541	367	447	805	225	-1	226	1827
539694_13049	12519	2378	3018	883	995	246	850	1588	409	-1	317	1835
539694_13050	11065	2427	2476	951	511	239	749	1209	345	-1	453	1705
539694_13051	10162	1598	2505	550	82	326	911	2056	411	-1	290	1433
539724_50001	8228	-1	446	-1	-1	-1	-1	3069	-1	-1	-1	4713
539724_50002	8388	-1	582	-1	-1	-1	-1	2360	-1	-1	-1	5446
539791_53001	1834	-1	-1	-1	-1	-1	-1	180	-1	-1	-1	1654
539791_53002	2549	-1	-1	-1	-1	-1	-1	299	-1	-1	-1	2250
539791_53003	4172	-1	-1	-1	-1	-1	-1	783	-1	-1	-1	3389
539864_56001	4512	549	379	234	76	-1	1027	247	-1	-1	-1	2000
539864_56002	6055	564	716	216	98	-1	1385	359	-1	-1	-1	2717
539864_56003	5748	559	494	539	236	-1	963	403	-1	-1	-1	2554
539864_56004	10040	773	708	460	119	-1	2528	782	-1	-1	-1	4670
539864_56005	5474	652	336	394	352	-1	1167	279	-1	-1	-1	2294
539864_56006	3946	612	303	462	350	-1	504	295	-1	-1	-1	1420
539864_56007	3921	439	143	545	692	-1	558	152	-1	-1	-1	1392
539864_56008	9032	1141	714	498	104	-1	1695	916	-1	-1	-1	3964
539864_56009	3398	520	174	287	279	-1	570	344	-1	-1	-1	1224
539864_56010	1616	239	98	114	55	-1	400	62	-1	-1	-1	648
539899_57001	6834	-1	-1	145	-1	-1	-1	-1	-1	-1	-1	6689
539899_57002	7587	-1	-1	229	-1	-1	-1	-1	-1	-1	-1	7358
539899_57003	4962	-1	-1	146	-1	-1	-1	-1	-1	-1	-1	4816
539899_57004	2608	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	2595
545911_8001	1808	383	105	210	137	0	76	35	69	90	30	673
545911_8002	1462	212	214	175	175	29	36	34	33	62	30	462
545911_8003	4930	1175	288	505	755	147	59	190	57	41	3	1710
545911_8004	3828	494	182	768	566	58	161	71	171	95	31	1231
545911_8005	4800	706	253	413	844	17	182	144	169	2	20	2050
545911_8006	7118	1187	496	1075	807	89	82	367	72	121	11	2811
545911_8007	5725	1008	189	864	1052	99	43	144	43	123	11	2149
545911_8008	6208	942	348	798	1502	111	154	202	144	140	8	1859
545911_8009	3271	347	214	725	29	129	98	176	95	30	42	1386
545911_8010	6682	1357	226	942	1091	58	123	252	116	115	12	2390
545911_8011	5281	661	317	1135	768	110	301	138	293	32	30	1496
545911_8012	7533	1323	502	1104	941	122	137	360	126	96	63	2759
545911_8013	1777	209	71	321	343	29	1	36	0	62	0	705
545911_8014	4444	1122	471	268	343	119	110	303	105	100	31	1472
545911_8015	7572	1522	733	1453	704	150	230	401	204	67	44	2064
545911_8016	4996	782	569	630	585	45	140	209	125	99	24	1788
545911_8017	7762	1105	640	1095	882	264	299	488	280	67	51	2591
545911_8018	6291	1060	1088	958	479	110	62	143	68	241	11	2071
545911_8019	5856	1183	641	403	806	157	223	428	206	91	2	1716
545911_8020	5267	954	599	916	680	50	110	92	100	94	11	1661
545911_8021	4854	865	435	729	314	137	153	230	137	1	11	1842
545911_8022	7085	1315	939	641	439	214	211	700	206	168	1	2251
545911_8023	9520	1725	1592	1044	1461	225	252	247	236	43	35	2660
545911_8024	4940	976	416	410	342	212	258	226	242	120	32	1706
545911_8025	5664	1389	654	573	176	93	163	374	186	154	28	1874
545911_8026	2676	537	236	210	105	72	190	109	199	30	36	952
545911_8027	5689	1321	562	491	353	89	222	386	217	31	23	1994
545911_8028	5933	1244	755	573	350	228	203	347	192	62	47	1932
545911_8029	3015	953	317	215	105	53	93	381	78	39	45	736
545911_8030	1738	105	320	140	174	31	20	7	19	1	0	921
545911_8031	3603	1004	788	139	141	34	72	162	91	31	34	1107
545911_8032	7351	2143	479	983	592	137	178	743	137	144	35	1780
545911_8033	5310	1069	358	843	736	162	77	118	84	112	30	1721
545911_8034	5856	1058	191	819	1169	201	166	238	154	38	20	1802
545911_8035	3651	699	351	682	355	28	112	137	102	31	1	1153
545911_8036	5200	1218	217	964	535	134	172	336	167	98	20	1339
545911_8037	5325	826	608	1339	459	73	61	48	58	71	11	1771
545911_8038	6424	1241	291	1089	1040	62	99	142	91	243	10	2116
545911_8039	235	0	35	35	35	0	0	0	0	0	0	130
545911_8040	6639	1118	665	1139	676	62	171	409	156	91	3	2149
545911_8041	5403	1286	299	514	1184	45	74	154	68	10	0	1769
545911_8042	3950	886	226	581	598	72	38	145	37	125	1	1241
545911_8043	5127	1033	208	798	505	172	77	296	72	38	4	1924
545911_8044	4984	734	398	637	562	44	185	121	172	327	25	1779
545911_8045	6794	1499	93	1215	1347	93	75	217	80	154	0	2021
545911_8046	3306	481	152	452	706	100	96	344	87	1	24	863
545911_8047	6126	1216	246	902	1022	49	67	146	64	63	1	2350
545970_1001	2892	274	381	186	81	257	71	375	75	24	122	1046
545970_1002	7042	939	863	500	105	126	103	1852	108	39	260	2147
545970_1003	9089	1447	1197	1509	690	540	27	1209	34	103	171	2162
545970_1004	8783	1423	717	1159	409	574	61	1132	59	123	464	2662
545970_1005	8526	988	810	1570	677	526	24	1281	21	94	173	2362
545970_1006	12013	1871	1223	1917	793	484	66	1576	68	111	196	3708
545970_1007	1646	162	189	702	190	81	6	27	6	16	27	240
545970_1008	3854	755	424	831	406	165	10	296	9	40	28	890
545970_1009	5326	888	344	1304	743	336	11	488	9	40	171	992
545970_1010	5243	1267	465	1295	448	67	24	356	27	56	27	1211
545970_1011	3381	333	269	789	481	269	6	298	6	50	32	848
545970_1012	2449	669	163	570	260	42	8	142	8	34	0	553
545970_1013	6545	1320	437	1432	846	354	52	377	57	59	194	1417
545970_1014	5329	1139	427	1055	973	164	28	330	29	47	136	1001
545970_1015	5413	686	245	1264	809	180	60	177	54	74	247	1617
545970_1016	6059	1042	478	1701	722	157	48	248	48	54	168	1393
545970_1017	5862	1467	613	839	816	171	35	228	38	113	126	1416
545970_1018	3407	480	288	1027	322	195	15	248	17	58	77	680
545970_1019	4636	651	557	642	541	332	25	389	26	76	88	1309
545970_1020	4679	830	93	1003	487	317	28	429	30	63	29	1370
545970_1021	2688	530	217	585	512	125	3	113	4	10	9	580
545970_1022	10816	2201	1406	1063	624	460	29	1606	28	101	332	2966
545970_1023	7750	1591	865	1059	635	353	37	1028	36	66	265	1815
545970_1024	3720	658	410	844	487	166	18	179	16	29	120	793
545970_1025	3944	554	192	817	520	139	28	360	25	64	5	1240
545970_1026	4959	875	326	1436	413	185	22	488	18	54	118	1024
545970_1027	4419	932	393	851	508	247	10	124	11	41	84	1218
545970_1028	4521	895	239	719	364	364	26	660	19	78	103	1054
545970_1029	3534	760	328	929	160	104	24	305	25	42	114	743
545970_1030	4223	652	382	999	232	199	32	404	35	82	121	1085
545970_1031	3826	728	525	877	390	7	34	226	30	29	33	947
545970_1032	5147	755	497	1055	641	207	53	526	49	35	90	1239
545970_1033	4254	511	255	797	906	250	25	336	29	23	161	961
545970_1034	3906	607	396	893	281	223	19	316	18	59	168	926
545970_1035	3971	494	182	728	516	260	39	150	36	67	97	1402
545970_1036	4828	590	369	1047	389	426	23	626	23	68	163	1104
545970_1037	3681	863	244	563	510	145	24	283	24	18	54	953
545970_1038	4566	546	269	1090	578	280	25	367	25	120	109	1157
545970_1039	4325	643	454	706	299	185	40	404	48	75	132	1339
545970_1040	4017	462	248	680	580	171	17	305	16	172	144	1222
545970_1041	5389	677	579	1005	496	283	20	428	22	206	188	1485
545970_1042	5426	832	370	893	325	694	18	535	18	140	141	1460
545970_1043	5002	756	322	1118	687	158	15	318	15	63	168	1382
545970_1044	4942	686	453	616	540	526	22	513	24	34	113	1415
545970_1045	4910	730	248	1096	523	274	36	190	36	112	245	1420
545970_1046	4084	355	222	716	471	113	21	391	23	204	57	1511
545970_1047	4339	627	325	789	463	318	36	182	33	79	219	1268
545970_1048	3566	691	432	433	262	263	3	254	3	102	87	1036
545970_1049	4301	627	225	747	414	98	21	374	21	163	116	1495
545970_1050	5459	1159	564	926	248	124	23	342	24	215	177	1657
545970_1051	6639	781	531	953	410	188	25	504	25	469	198	2555
545970_1052	5859	1122	447	1004	612	327	31	353	25	107	220	1611
545970_1053	9301	1357	1047	1696	751	509	34	577	41	133	279	2877
545970_1054	5654	995	625	1007	432	572	35	658	38	82	112	1098
545970_1055	9569	1555	927	1812	813	720	44	787	45	139	238	2489
545970_1056	10904	1716	1175	967	458	546	70	1715	74	146	340	3697
545988_2001	3139	258	698	401	224	150	79	360	49	30	65	825
545988_2002	4962	1000	1150	542	277	224	95	421	61	45	186	961
545988_2003	4134	404	973	509	453	106	37	566	27	5	98	956
545988_2004	3655	806	625	494	330	231	88	323	56	9	61	632
545988_2005	5185	753	1196	977	173	534	76	412	46	13	187	818
545988_2006	5476	831	1534	621	309	251	94	506	56	35	219	1020
545988_2007	6290	917	1246	910	258	375	115	624	82	35	282	1446
545988_2008	4479	880	613	1200	506	157	55	230	31	9	175	623
545988_2009	6883	1106	1626	935	424	628	75	541	48	13	232	1255
545988_2010	9908	1331	3023	1073	437	796	122	962	73	31	337	1723
545988_2011	7327	1264	1723	1098	411	639	99	588	65	34	103	1303
545988_2012	10413	1601	3530	1068	613	728	139	698	89	46	202	1699
545988_2013	8105	870	2454	1302	810	750	65	734	38	12	75	995
545988_2014	7691	1259	1913	1221	723	536	103	559	70	49	257	1001
545988_2015	6500	1184	1422	1076	1002	409	55	285	35	22	76	934
545988_2016	6419	999	1785	1003	953	262	80	304	53	41	141	798
545988_2017	5083	828	878	1012	390	478	80	385	50	25	63	894
545988_2018	5496	990	1533	814	766	272	29	340	16	13	32	691
545988_2019	4428	655	1362	443	249	455	48	281	29	20	60	826
545988_2020	6320	818	1202	1551	583	436	94	271	60	28	113	1164
545988_2021	4201	612	875	904	795	226	46	311	28	9	29	366
545988_2022	5950	1389	1025	1126	744	340	56	446	37	14	95	678
545988_2023	5486	552	1831	742	441	528	70	287	45	24	110	856
545988_2024	7552	1328	1524	1343	538	842	123	486	79	25	262	1002
545988_2025	6737	1469	1301	1141	552	364	67	828	45	11	114	845
545988_2026	6243	1211	1312	1073	647	327	67	581	44	8	165	808
545988_2027	7811	1113	1906	1067	852	568	154	611	92	26	110	1312
545988_2028	9242	1904	2125	1393	696	389	163	795	99	46	254	1378
545988_2029	10189	1769	2670	946	524	781	105	1311	64	35	350	1634
545988_2030	7078	1527	2263	955	287	393	82	552	51	17	234	717
545988_2031	12645	2606	3463	1523	550	406	122	1614	71	25	385	1880
545988_2032	13585	2673	3972	1971	872	846	139	808	90	44	185	1985
545988_2033	5063	871	1139	959	282	470	39	396	28	34	54	791
545988_2034	8759	1590	1666	1461	1333	524	112	684	66	35	220	1068
546003_3001	4903	678	877	736	98	305	109	810	41	32	272	945
546003_3002	1663	452	201	67	64	138	23	193	8	0	1	516
546003_3003	3907	597	370	366	191	336	84	457	28	27	96	1355
546003_3004	3190	343	287	367	98	81	76	569	33	59	130	1147
546003_3005	4776	717	620	462	186	186	124	496	42	19	72	1852
546003_3006	2289	289	364	420	32	31	71	199	28	27	71	757
546003_3007	4516	508	508	529	256	308	115	633	48	45	45	1521
546003_3008	5805	612	514	984	369	120	134	919	56	28	105	1964
546003_3009	6864	640	523	1161	226	520	155	1007	59	74	139	2360
546003_3010	3944	666	458	509	198	222	106	451	44	18	27	1245
546003_3011	3888	790	234	366	296	297	84	643	34	64	2	1078
546003_3012	3381	725	326	368	325	67	61	271	24	9	139	1066
546003_3013	5810	764	763	801	228	272	92	383	40	21	314	2132
546003_3014	3888	391	241	488	192	563	77	605	31	56	151	1093
546003_3015	8811	1697	690	1007	516	506	159	1012	70	48	272	2834
546003_3016	6226	525	726	563	345	292	212	608	82	17	413	2443
546003_3017	5045	497	334	363	194	260	215	903	79	50	225	1925
546003_3018	2976	562	419	181	154	288	52	549	20	31	37	683
546003_3019	4177	478	447	793	256	180	77	447	24	28	45	1402
546003_3020	6579	918	652	823	475	268	101	725	30	22	176	2389
546003_3021	6909	1147	343	1660	411	436	82	884	31	40	84	1791
546003_3022	4918	488	776	302	555	243	131	613	52	18	203	1537
546003_3023	7071	1332	354	1361	469	299	104	808	43	82	83	2136
546003_3024	4325	495	561	734	512	170	33	510	13	19	137	1141
546003_3025	6815	930	652	780	355	497	158	605	65	50	312	2411
546003_3026	4776	457	342	754	309	306	86	774	38	10	103	1597
546003_3027	4755	564	305	767	819	198	21	181	8	9	131	1752
546003_3028	5457	970	432	972	525	119	72	459	35	50	138	1685
546003_3029	6882	1454	629	1158	935	262	47	341	20	34	74	1928
546003_3030	6310	911	363	872	493	275	34	534	15	47	78	2688
546003_3031	4438	329	357	763	909	383	62	368	27	4	72	1164
546003_3032	4538	826	453	558	597	277	82	178	34	74	18	1441
546003_3033	7250	804	873	1411	908	292	82	556	32	30	216	2046
546003_3034	3821	479	387	506	163	294	68	616	24	27	110	1147
546003_3035	3579	394	364	643	255	199	33	419	13	0	64	1195
546003_3036	7290	1375	504	937	413	752	147	877	59	5	337	1884
546003_3037	4140	599	304	569	297	246	29	316	8	72	73	1627
546003_3038	4246	551	427	538	255	88	50	468	17	27	78	1747
546003_3039	6495	1261	599	926	308	114	112	732	43	32	266	2102
546003_3040	5899	521	909	854	280	362	108	793	41	20	237	1774
546003_3041	4883	360	854	516	448	108	58	971	22	37	105	1404
546003_3042	7957	1167	1041	1092	366	473	128	983	40	14	37	2616
546003_3043	1032	150	167	74	63	131	23	180	9	3	38	194
546003_3044	4865	1287	385	844	257	143	53	585	22	28	73	1188
546003_3045	10046	1449	770	1387	605	342	113	730	53	119	264	4214
546003_3046	7948	823	626	1590	958	235	21	306	10	190	108	3081
546003_3047	6376	1034	516	1149	623	306	22	252	8	28	70	2368
546003_3048	6367	1009	265	1241	913	239	43	373	16	55	38	2175
546003_3049	3550	698	166	660	451	187	14	158	4	40	41	1131
546003_3050	4049	522	269	665	548	138	51	228	20	22	67	1519
546003_3051	6854	752	537	1174	763	538	31	257	13	78	330	2381
546003_3052	3699	365	206	625	356	381	39	264	15	39	39	1370
546003_3053	8659	1006	812	1341	688	401	100	1024	43	65	406	2773
546003_3054	3752	401	145	399	716	355	52	266	21	10	107	1280
546003_3055	7033	702	413	1338	925	356	80	303	28	83	139	2666
546003_3056	7770	1515	846	1203	553	567	64	497	21	60	242	2202
546003_3057	7183	526	543	1951	979	34	62	377	24	59	170	2458
546003_3058	6007	884	399	849	901	247	28	336	10	45	99	2209
546003_3059	4526	301	509	759	422	190	105	442	39	9	193	1557
546003_3060	8018	1075	821	729	660	524	31	693	11	80	106	3288
546003_3061	4944	788	725	803	367	105	63	504	28	20	137	1404
546003_3062	7167	1680	641	797	579	141	112	635	46	42	177	2317
546003_3063	8827	1707	1045	1261	673	383	131	710	52	21	209	2635
546046_19001	3658	1011	94	1171	112	194	-1	537	-1	1	-1	538
546046_19002	12337	1546	1013	2430	624	1798	-1	1566	-1	112	-1	3248
546046_19003	80	3	1	0	34	0	-1	0	-1	0	-1	42
546046_19004	5386	566	1730	1590	541	53	-1	153	-1	40	-1	713
546046_19005	3874	474	342	508	696	81	-1	141	-1	321	-1	1311
546046_19006	7932	1095	371	2842	1085	338	-1	263	-1	52	-1	1886
546046_19007	6987	1570	877	1451	586	205	-1	479	-1	184	-1	1635
546046_19008	4481	833	504	1432	498	186	-1	45	-1	126	-1	857
546046_19009	10839	2233	588	2283	977	488	-1	937	-1	115	-1	3218
546046_19010	4348	1063	252	555	620	216	-1	88	-1	94	-1	1460
546046_19011	13019	2535	1565	1580	1485	2060	-1	436	-1	243	-1	3115
546046_19012	6194	757	1004	1110	1226	381	-1	106	-1	732	-1	878
546046_19013	5422	948	455	970	763	221	-1	485	-1	64	-1	1516
546046_19014	5633	671	521	843	878	348	-1	603	-1	143	-1	1626
546046_19015	5522	1020	874	815	593	155	-1	388	-1	107	-1	1570
546046_19016	7308	1558	502	1641	554	456	-1	672	-1	149	-1	1776
546046_19017	5239	1286	731	793	339	101	-1	435	-1	144	-1	1410
546046_19018	6084	1111	676	1369	1377	291	-1	11	-1	109	-1	1140
546046_19019	5199	1250	165	1078	1012	628	-1	121	-1	93	-1	852
546046_19020	6257	1686	613	970	1055	91	-1	324	-1	200	-1	1318
546046_19021	5077	1279	217	1212	969	141	-1	128	-1	219	-1	912
546046_19022	5913	1260	874	464	279	261	-1	641	-1	107	-1	2027
546046_19023	2179	251	177	351	182	1	-1	107	-1	70	-1	1040
546046_19024	3338	1288	4	319	499	448	-1	205	-1	73	-1	502
546046_19025	3717	480	497	791	416	79	-1	108	-1	142	-1	1204
546046_19026	4943	600	922	530	582	144	-1	140	-1	18	-1	2007
546046_19027	7423	1500	985	1368	1715	443	-1	324	-1	248	-1	840
546135_11001	10894	1702	363	2111	1307	473	395	401	379	272	12	3479
546135_11002	7682	1422	468	1654	1400	247	345	107	322	268	10	1439
546135_11003	10257	1853	555	2156	1951	734	3	140	8	364	6	2487
546135_11004	8627	1635	526	1621	1580	557	191	257	181	238	89	1752
546135_11005	2779	529	135	405	765	90	115	0	110	0	0	630
546135_11006	9807	2320	836	1524	1614	417	95	622	95	140	46	2098
546135_11007	5970	1765	464	952	367	320	141	224	135	188	216	1198
546135_11008	11980	3117	594	2334	1220	558	215	384	201	275	341	2741
546135_11009	8798	1615	549	2132	1837	374	53	269	49	227	170	1523
546135_11010	7379	1617	281	1619	1496	676	121	8	112	275	44	1130
546135_11011	11210	1967	561	3325	1704	771	121	7	117	144	173	2320
546135_11012	8513	2155	458	1490	1326	530	156	107	139	271	128	1753
546135_11013	8464	1268	264	2401	1606	597	71	3	53	211	259	1731
546135_11014	8210	1171	415	2626	1499	271	123	91	125	112	2	1775
546135_11015	7979	1786	539	1667	1191	235	168	215	159	92	173	1754
546135_11016	8471	1331	454	2206	1648	682	103	90	94	585	0	1278
546135_11017	8995	1469	631	1738	1802	412	120	3	112	183	86	2439
546135_11018	9417	1867	525	2545	1530	555	3	227	1	328	128	1708
546135_11019	9623	1984	245	2362	1298	107	130	187	120	560	55	2575
546135_11020	9876	1599	316	2458	2183	682	76	227	63	204	175	1893
546135_11021	9321	2640	359	2184	1219	511	20	105	27	188	88	1980
546135_11022	7914	1973	244	1552	2078	105	51	137	47	66	46	1615
546135_11023	8577	1819	404	2002	1079	645	97	184	93	138	126	1990
546135_11024	9449	2132	721	2247	1540	463	79	206	74	62	112	1813
546135_11025	9540	1784	825	1657	1889	904	96	161	92	135	4	1993
546135_11026	9554	2403	784	1591	1380	453	137	375	131	334	93	1873
546135_11027	7721	1740	655	1533	1485	294	120	297	115	87	129	1266
546135_11028	6513	1337	130	1573	1334	173	6	424	3	131	6	1396
546135_11029	6428	1187	187	1142	933	243	236	90	233	50	218	1909
546135_11030	7047	1602	340	1468	847	247	134	216	108	206	177	1702
546135_11031	5642	1055	469	655	848	71	152	226	146	259	84	1677
546135_11032	7984	1788	447	1315	1220	299	47	137	45	424	107	2155
546135_11033	7909	1813	370	1097	945	532	160	230	143	282	126	2211
546135_11034	8229	1805	271	1961	937	237	94	0	93	145	137	2549
546135_11035	7122	1599	413	1264	1014	275	98	204	100	160	60	1935
546135_11036	6297	1272	598	1495	386	233	232	0	219	218	0	1644
546135_11037	7097	1216	753	1581	654	277	50	163	46	235	10	2112
546135_11038	8811	2390	725	1531	874	173	99	232	104	365	98	2220
546135_11039	8829	2399	817	1462	1143	249	158	147	149	377	91	1837
546135_11040	7204	1268	412	1362	1177	291	213	7	206	375	91	1802
